
Fracture Case
Snakebite Case
Clutch Case
Sticker | Evil Geniuses | 2020 RMR
★ Talon Knife | Case Hardened (Battle-Scarred)
★ Talon Knife | Urban Masked (Battle-Scarred)
★ StatTrak™ Navaja Knife | Safari Mesh (Field-Tested)
★ StatTrak™ Navaja Knife
Souvenir UMP-45 | Indigo (Factory New)
★ Specialist Gloves | Mogul (Well-Worn)
★ Hydra Gloves | Rattler (Well-Worn)
★ Driver Gloves | Overtake (Minimal Wear)
Sticker | gla1ve (Gold) | Boston 2018
Sticker | TaZ (Gold) | Boston 2018
Sticker | FalleN (Foil) | Boston 2018
Sticker | Flipsid3 Tactics (Foil) | Boston 2018
Sticker | SIXER (Foil) | Boston 2018
Boston 2018 Minor Challengers Autograph Capsule
★ Huntsman Knife | Scorched (Minimal Wear)
Sticker | karrigan (Foil) | Krakow 2017
Sticker | kRYSTAL (Foil) | Krakow 2017
★ Huntsman Knife | Ultraviolet (Factory New)
★ StatTrak™ Huntsman Knife | Damascus Steel (Field-Tested)
★ Butterfly Knife | Damascus Steel (Factory New)
Sticker | stanislaw (Foil) | Atlanta 2017
Sticker | dennis (Foil) | Atlanta 2017
Sticker | electronic (Foil) | Atlanta 2017
Sticker | s1mple (Foil) | Atlanta 2017
Sticker | FalleN (Foil) | Atlanta 2017
Sticker | nitr0 (Foil) | Atlanta 2017
Sticker | MSL | Atlanta 2017
Sticker | kennyS (Foil) | Atlanta 2017
Sticker | Happy (Foil) | Atlanta 2017
Sticker | NAF | Atlanta 2017
★ Bloodhound Gloves | Guerrilla (Well-Worn)
★ Driver Gloves | Diamondback (Minimal Wear)
★ Driver Gloves | Diamondback (Battle-Scarred)
Souvenir CZ75-Auto | Chalice (Minimal Wear)
★ StatTrak™ Gut Knife | Freehand (Factory New)
Sticker | wayLander (Foil) | Cologne 2016
Sticker | markeloff (Foil) | Cologne 2016
Sticker | Snax (Foil) | Cologne 2016
Sticker | Xizt (Foil) | Cologne 2016
Sticker | ScreaM (Foil) | Cologne 2016
Sticker | NBK- (Foil) | Cologne 2016
Sticker | denis (Foil) | Cologne 2016
Sticker | NiKo (Foil) | Cologne 2016
Sticker | hooch (Foil) | Cologne 2016
★ StatTrak™ M9 Bayonet | Freehand (Factory New)
★ M9 Bayonet | Gamma Doppler (Factory New)
★ Gut Knife | Autotronic (Well-Worn)
★ Karambit | Lore (Field-Tested)
AUG | Akihabara Accept (Field-Tested)
Sticker | ScreaM (Foil) | MLG Columbus 2016
Sticker | nex (Foil) | MLG Columbus 2016
Sticker | ScreaM | MLG Columbus 2016
★ Bowie Knife | Forest DDPAT (Minimal Wear)
★ Bowie Knife | Forest DDPAT (Field-Tested)
★ Bowie Knife | Crimson Web (Minimal Wear)
★ StatTrak™ Bowie Knife | Scorched (Field-Tested)
StatTrak™ M4A4 | Royal Paladin (Factory New)
Sticker | EliGE (Foil) | Cluj-Napoca 2015
Sticker | tenzki (Foil) | Cluj-Napoca 2015
Sticker | denis (Foil) | Cluj-Napoca 2015
Sticker | Skadoodle (Foil) | Cluj-Napoca 2015
★ StatTrak™ Shadow Daggers | Night (Battle-Scarred)
★ StatTrak™ Shadow Daggers | Case Hardened (Field-Tested)
★ Shadow Daggers | Forest DDPAT (Battle-Scarred)
★ Shadow Daggers | Blue Steel (Battle-Scarred)
★ StatTrak™ Shadow Daggers | Slaughter (Minimal Wear)
★ Shadow Daggers | Case Hardened (Well-Worn)
★ Shadow Daggers | Crimson Web (Battle-Scarred)
★ Shadow Daggers | Crimson Web (Field-Tested)
★ Shadow Daggers | Night (Well-Worn)
★ Shadow Daggers | Scorched (Battle-Scarred)
★ Falchion Knife | Blue Steel (Minimal Wear)
Sticker | peet | Cologne 2015
Sticker | TaZ (Foil) | Cologne 2015
Souvenir AUG | Condemned (Well-Worn)
★ StatTrak™ Falchion Knife | Urban Masked (Field-Tested)
★ Falchion Knife | Stained (Well-Worn)
M4A4 | Poseidon (Minimal Wear)
★ Butterfly Knife | Night (Minimal Wear)
StatTrak™ FAMAS | Djinn (Factory New)
Sticker | LGB eSports (Foil) | Katowice 2015
Souvenir M4A1-S | Boreal Forest (Field-Tested)
★ Gut Knife | Doppler (Minimal Wear)
★ M9 Bayonet | Rust Coat (Battle-Scarred)
DreamHack 2014 Inferno Souvenir Package
StatTrak™ P250 | Cartel (Factory New)
★ Butterfly Knife | Crimson Web (Battle-Scarred)
Desert Eagle | Pilot (Battle-Scarred)
Souvenir AUG | Condemned (Minimal Wear)
Souvenir PP-Bizon | Night Ops (Factory New)
StatTrak™ MAC-10 | Graven (Well-Worn)
★ StatTrak™ Huntsman Knife | Urban Masked (Field-Tested)
★ StatTrak™ Huntsman Knife | Slaughter (Minimal Wear)
★ Huntsman Knife | Night (Minimal Wear)
StatTrak™ PP-Bizon | Antique (Battle-Scarred)
StatTrak™ PP-Bizon | Antique (Well-Worn)
SCAR-20 | Cyrex (Battle-Scarred)
Sticker | Winged Defuser
StatTrak™ P250 | Undertow (Field-Tested)
StatTrak™ CZ75-Auto | The Fuschia Is Now (Factory New)
★ StatTrak™ Bayonet | Blue Steel (Field-Tested)
★ StatTrak™ Gut Knife | Urban Masked (Field-Tested)
★ Gut Knife | Boreal Forest (Minimal Wear)
★ Bayonet | Scorched (Battle-Scarred)
★ Bayonet | Boreal Forest (Minimal Wear)
★ Karambit | Stained (Minimal Wear)
★ Gut Knife | Boreal Forest (Well-Worn)
★ Gut Knife | Blue Steel (Field-Tested)
★ Bayonet | Case Hardened (Well-Worn)
★ M9 Bayonet | Boreal Forest (Field-Tested)
★ Gut Knife | Case Hardened (Well-Worn)
★ Flip Knife | Boreal Forest (Field-Tested)
★ Bayonet | Crimson Web (Field-Tested)
★ Bayonet | Case Hardened (Field-Tested)
★ Flip Knife | Scorched (Field-Tested)
★ Karambit | Case Hardened (Field-Tested)
M4A4 | Modern Hunter (Well-Worn)
AWP | Electric Hive (Well-Worn)
AUG | Copperhead (Minimal Wear)
USP-S | Serum (Field-Tested)
AUG | Anodized Navy (Minimal Wear)
Nova | Blaze Orange (Battle-Scarred)
Pallet of Presents
★ Talon Knife | Blue Steel (Minimal Wear)
Sticker | JDC (Gold) | Rio 2022
AWP | Electric Hive (Well-Worn)
AUG | Copperhead (Minimal Wear)
USP-S | Serum (Field-Tested)
AUG | Anodized Navy (Minimal Wear)
Nova | Blaze Orange (Battle-Scarred)
Pallet of Presents
★ Talon Knife | Blue Steel (Minimal Wear)
Sticker | JDC (Gold) | Rio 2022
Sticker | STYKO (Foil) | Atlanta 2017
USP-S | Orion (Well-Worn)
Nova | Bloomstick (Well-Worn)
StatTrak™ USP-S | Orion (Well-Worn)
★ Driver Gloves | Overtake (Well-Worn)
StatTrak™ AWP | Chromatic Aberration (Battle-Scarred)
Sticker | Techno4K (Gold) | Rio 2022
★ Sport Gloves | Vice (Battle-Scarred)
★ Sport Gloves | Omega (Field-Tested)
StatTrak™ Desert Eagle | Printstream (Well-Worn)
★ StatTrak™ Gut Knife | Rust Coat (Battle-Scarred)
★ StatTrak™ Navaja Knife | Blue Steel (Well-Worn)
★ Paracord Knife | Blue Steel (Battle-Scarred)
★ Bowie Knife | Lore (Well-Worn)
★ Huntsman Knife | Freehand (Well-Worn)
★ Bowie Knife | Freehand (Field-Tested)
★ Huntsman Knife | Boreal Forest (Minimal Wear)
★ StatTrak™ Bowie Knife | Bright Water (Field-Tested)
★ Paracord Knife | Blue Steel (Field-Tested)
★ M9 Bayonet | Blue Steel (Field-Tested)
★ Gut Knife | Blue Steel (Minimal Wear)
★ Navaja Knife | Slaughter (Field-Tested)
★ Specialist Gloves | Crimson Web (Minimal Wear)
★ Ursus Knife | Boreal Forest (Minimal Wear)
★ Shadow Daggers | Black Laminate (Field-Tested)
★ Navaja Knife | Ultraviolet (Minimal Wear)
Sticker | dupreeh (Foil) | Atlanta 2017
★ Butterfly Knife | Crimson Web (Well-Worn)
Sticker | RpK (Foil) | Atlanta 2017
★ StatTrak™ Bowie Knife | Black Laminate (Minimal Wear)
★ StatTrak™ Shadow Daggers | Damascus Steel (Minimal Wear)
★ Bayonet | Boreal Forest (Field-Tested)
Souvenir SSG 08 | Death Strike (Factory New)
Galil AR | Sugar Rush (Battle-Scarred)
★ StatTrak™ Ursus Knife | Safari Mesh (Field-Tested)
Sticker | Attacker (Foil) | Boston 2018
★ Huntsman Knife | Night (Well-Worn)
★ Bowie Knife | Tiger Tooth (Minimal Wear)
StatTrak™ M4A4 | Hellfire (Minimal Wear)
★ Classic Knife | Night Stripe (Battle-Scarred)
★ StatTrak™ Flip Knife | Rust Coat (Battle-Scarred)
★ Gut Knife | Blue Steel (Well-Worn)
★ Moto Gloves | Blood Pressure (Minimal Wear)
★ Huntsman Knife | Black Laminate (Factory New)
★ Karambit | Forest DDPAT (Field-Tested)
★ StatTrak™ Huntsman Knife | Urban Masked (Minimal Wear)
USP-S | Target Acquired (Well-Worn)
Sticker | CeRq (Gold) | Berlin 2019
★ StatTrak™ Falchion Knife | Lore (Minimal Wear)
Souvenir USP-S | Road Rash (Factory New)
★ Shadow Daggers | Damascus Steel (Battle-Scarred)
M4A4 | Hellfire (Well-Worn)
P90 | Run and Hide (Factory New)
★ Falchion Knife | Bright Water (Factory New)
★ Gut Knife | Ultraviolet (Well-Worn)
★ Butterfly Knife | Freehand (Factory New)
★ Moto Gloves | Cool Mint (Well-Worn)
StatTrak™ MAC-10 | Stalker (Field-Tested)
★ StatTrak™ Survival Knife | Fade (Factory New)
★ StatTrak™ Stiletto Knife | Night Stripe (Field-Tested)
USP-S | Target Acquired (Battle-Scarred)
★ StatTrak™ Shadow Daggers | Blue Steel (Well-Worn)
★ Classic Knife | Blue Steel (Battle-Scarred)
★ Butterfly Knife | Scorched (Well-Worn)
★ Huntsman Knife | Lore (Field-Tested)
★ Nomad Knife | Crimson Web (Field-Tested)
★ Navaja Knife | Stained (Well-Worn)
DreamHack 2014 Mirage Souvenir Package
StatTrak™ AWP | Redline (Well-Worn)
Sticker | NBK- (Gold) | Katowice 2019
UMP-45 | Mechanism (Battle-Scarred)
★ Stiletto Knife | Night Stripe (Minimal Wear)
Sticker | Nifty | Boston 2018
★ Huntsman Knife | Autotronic (Battle-Scarred)
M4A4 | Tornado (Factory New)
★ Bayonet | Doppler (Minimal Wear)
Sticker | Spiidi (Foil) | Cologne 2016
★ Flip Knife | Doppler (Minimal Wear)
Souvenir P250 | Vino Primo (Minimal Wear)
★ StatTrak™ Shadow Daggers | Scorched (Minimal Wear)
★ StatTrak™ Shadow Daggers | Rust Coat (Battle-Scarred)
StatTrak™ AK-47 | Fuel Injector (Well-Worn)
★ StatTrak™ Survival Knife | Stained (Minimal Wear)
★ Gut Knife | Damascus Steel (Minimal Wear)
SG 553 | Bulldozer (Battle-Scarred)
★ Talon Knife | Fade (Factory New)
★ Flip Knife | Crimson Web (Battle-Scarred)
★ Survival Knife | Night Stripe (Minimal Wear)
★ Moto Gloves | Spearmint (Battle-Scarred)
★ Sport Gloves | Scarlet Shamagh (Minimal Wear)
★ Flip Knife | Stained (Battle-Scarred)
★ Moto Gloves | Eclipse (Battle-Scarred)
★ Moto Gloves | Eclipse (Battle-Scarred)
★ StatTrak™ Huntsman Knife | Lore (Field-Tested)
★ Flip Knife | Black Laminate (Field-Tested)
★ Shadow Daggers | Bright Water (Well-Worn)
Souvenir P90 | Run and Hide (Field-Tested)
StatTrak™ P90 | Asiimov (Factory New)
★ Flip Knife | Ultraviolet (Battle-Scarred)
★ Karambit | Stained (Well-Worn)
★ Specialist Gloves | Forest DDPAT (Minimal Wear)
Sticker | ZywOo (Gold) | Rio 2022
Sticker | karrigan (Foil) | Atlanta 2017
★ StatTrak™ Bowie Knife | Case Hardened (Battle-Scarred)
Sticker | TaZ (Foil) | Atlanta 2017
★ StatTrak™ Bayonet | Freehand (Field-Tested)
M4A1-S | Master Piece (Factory New)
StatTrak™ SG 553 | Wave Spray (Factory New)
Souvenir Five-SeveN | Fall Hazard (Minimal Wear)
★ StatTrak™ Ursus Knife | Damascus Steel (Factory New)
MP9 | Stained Glass (Well-Worn)
★ Stiletto Knife | Marble Fade (Factory New)
★ StatTrak™ Bowie Knife | Ultraviolet (Well-Worn)
StatTrak™ Desert Eagle | Crimson Web (Factory New)
★ StatTrak™ Stiletto Knife | Boreal Forest (Field-Tested)
Sticker | loWel (Gold) | Krakow 2017
★ Huntsman Knife | Scorched (Well-Worn)
Sawed-Off | First Class (Battle-Scarred)
StatTrak™ AWP | Neo-Noir (Battle-Scarred)
StatTrak™ AK-47 | Vulcan (Well-Worn)
Souvenir MP9 | Orange Peel (Battle-Scarred)
AK-47 | Jet Set (Minimal Wear)
★ Huntsman Knife | Gamma Doppler (Minimal Wear)
★ M9 Bayonet | Forest DDPAT (Field-Tested)
Souvenir M4A1-S | Master Piece (Field-Tested)
★ Shadow Daggers | Rust Coat (Well-Worn)
★ Gut Knife | Lore (Well-Worn)
Sticker | Rickeh (Gold) | London 2018
Sticker | chopper (Gold) | Katowice 2019
P2000 | Woodsman (Factory New)
Sticker | syrsoN (Gold) | Rio 2022
★ Ursus Knife | Ultraviolet (Battle-Scarred)
★ StatTrak™ Huntsman Knife | Bright Water (Factory New)
Sticker | EliGE (Holo) | Rio 2022
StatTrak™ P90 | Death by Kitty (Field-Tested)
★ M9 Bayonet | Damascus Steel (Factory New)
★ Moto Gloves | Smoke Out (Minimal Wear)
StatTrak™ M4A1-S | Printstream (Well-Worn)
★ Bayonet | Safari Mesh (Battle-Scarred)
Souvenir Dual Berettas | Twin Turbo (Minimal Wear)
StatTrak™ SSG 08 | Dragonfire (Well-Worn)
SCAR-20 | Brass (Battle-Scarred)
★ StatTrak™ Karambit | Doppler (Factory New)
Souvenir PP-Bizon | Night Ops (Well-Worn)
★ StatTrak™ Ursus Knife | Night Stripe (Field-Tested)
Sticker | LGB eSports | Katowice 2014
★ StatTrak™ Navaja Knife | Damascus Steel (Field-Tested)
StatTrak™ USP-S | Printstream (Well-Worn)
StatTrak™ USP-S | Printstream (Field-Tested)
StatTrak™ M4A4 | The Emperor (Factory New)
★ Bayonet | Ultraviolet (Field-Tested)
Souvenir Tec-9 | Remote Control (Field-Tested)
Souvenir SG 553 | Integrale (Field-Tested)
★ Stiletto Knife | Boreal Forest (Field-Tested)
StatTrak™ Sawed-Off | Orange DDPAT (Factory New)
★ Falchion Knife | Boreal Forest (Well-Worn)
StatTrak™ M4A4 | Hellfire (Battle-Scarred)
★ Bowie Knife | Stained (Battle-Scarred)
StatTrak™ AUG | Chameleon (Well-Worn)
Galil AR | Phoenix Blacklight (Well-Worn)
★ Navaja Knife | Tiger Tooth (Minimal Wear)
Souvenir CZ75-Auto | Nitro (Factory New)
★ Huntsman Knife | Autotronic (Factory New)
★ Bayonet | Night (Minimal Wear)
★ StatTrak™ Shadow Daggers | Bright Water (Minimal Wear)
★ Huntsman Knife | Lore (Factory New)
P250 | Digital Architect (Battle-Scarred)
★ Falchion Knife | Black Laminate (Well-Worn)
Negev | Infrastructure (Well-Worn)
Five-SeveN | Fall Hazard (Factory New)
Nova | Quick Sand (Battle-Scarred)
SSG 08 | Death Strike (Battle-Scarred)
Galil AR | CAUTION! (Minimal Wear)
SSG 08 | Death Strike (Minimal Wear)
★ Bowie Knife | Autotronic (Field-Tested)
P90 | Schematic (Well-Worn)
MP5-SD | Oxide Oasis (Minimal Wear)
★ StatTrak™ Navaja Knife | Rust Coat (Battle-Scarred)
★ Survival Knife | Stained (Well-Worn)
★ StatTrak™ Falchion Knife | Stained (Minimal Wear)
Sealed Graffiti | Recoil AWP (Frog Green)
Sealed Graffiti | Recoil Galil AR (Brick Red)
★ Driver Gloves | Black Tie (Minimal Wear)
FAMAS | Prime Conspiracy (Well-Worn)
P90 | Run and Hide (Battle-Scarred)
★ Bowie Knife | Night (Battle-Scarred)
Souvenir Nova | Candy Apple (Field-Tested)
★ Paracord Knife | Stained (Minimal Wear)
★ StatTrak™ Huntsman Knife | Night (Battle-Scarred)
★ StatTrak™ Gut Knife | Blue Steel (Battle-Scarred)
★ StatTrak™ Talon Knife
★ M9 Bayonet | Night (Field-Tested)
Tec-9 | Nuclear Threat (Minimal Wear)
★ Flip Knife | Slaughter (Factory New)
AK-47 | Fire Serpent (Battle-Scarred)
★ StatTrak™ Shadow Daggers | Freehand (Minimal Wear)
★ Flip Knife | Black Laminate (Battle-Scarred)
★ Bowie Knife | Urban Masked (Battle-Scarred)
★ StatTrak™ Falchion Knife | Forest DDPAT (Field-Tested)
StatTrak™ USP-S | The Traitor (Factory New)
★ Bowie Knife | Blue Steel (Well-Worn)
★ Skeleton Knife | Boreal Forest (Field-Tested)
★ Talon Knife | Urban Masked (Well-Worn)
★ Survival Knife | Scorched (Field-Tested)
★ StatTrak™ Paracord Knife | Urban Masked (Battle-Scarred)
AK-47 | Fire Serpent (Minimal Wear)
★ Ursus Knife | Blue Steel (Battle-Scarred)
★ StatTrak™ Flip Knife | Scorched (Field-Tested)
★ StatTrak™ Karambit | Ultraviolet (Field-Tested)
★ StatTrak™ Paracord Knife | Stained (Field-Tested)
★ StatTrak™ Falchion Knife | Black Laminate (Battle-Scarred)
★ Shadow Daggers | Night (Minimal Wear)
★ Bowie Knife | Boreal Forest (Minimal Wear)
★ StatTrak™ Bayonet | Crimson Web (Field-Tested)
Souvenir AK-47 | Safari Mesh (Factory New)
StatTrak™ M4A4 | Hellfire (Well-Worn)
USP-S | Overgrowth (Factory New)
★ Karambit | Case Hardened (Battle-Scarred)
★ Talon Knife | Stained (Well-Worn)
SSG 08 | Tropical Storm (Factory New)
★ Flip Knife | Crimson Web (Field-Tested)
★ StatTrak™ Survival Knife | Case Hardened (Battle-Scarred)
★ Bayonet | Freehand (Minimal Wear)
★ Flip Knife | Lore (Field-Tested)
★ Talon Knife | Stained (Battle-Scarred)
StatTrak™ Glock-18 | Neo-Noir (Minimal Wear)
★ StatTrak™ Skeleton Knife
★ Sport Gloves | Omega (Well-Worn)
P90 | Cold Blooded (Minimal Wear)
XM1014 | Fallout Warning (Factory New)
★ Falchion Knife | Bright Water (Field-Tested)
★ StatTrak™ Huntsman Knife | Stained (Well-Worn)
StatTrak™ PP-Bizon | Blue Streak (Factory New)
★ StatTrak™ Bayonet | Autotronic (Field-Tested)
★ Hydra Gloves | Emerald (Factory New)
★ Paracord Knife | Night Stripe (Well-Worn)
★ StatTrak™ Gut Knife | Damascus Steel (Field-Tested)
★ Talon Knife | Case Hardened (Minimal Wear)
★ Hand Wraps | CAUTION! (Well-Worn)
★ StatTrak™ Classic Knife | Boreal Forest (Field-Tested)
★ Flip Knife | Blue Steel (Field-Tested)
★ Flip Knife
★ Karambit | Damascus Steel (Minimal Wear)
Sticker | wayLander | Cologne 2016
★ Survival Knife | Case Hardened (Well-Worn)
StatTrak™ Desert Eagle | Kumicho Dragon (Well-Worn)
★ Karambit | Stained (Field-Tested)
★ Skeleton Knife | Case Hardened (Battle-Scarred)
★ Butterfly Knife | Rust Coat (Battle-Scarred)
Sticker | Kjaerbye (Gold) | Krakow 2017
★ Bowie Knife | Safari Mesh (Well-Worn)
★ StatTrak™ Shadow Daggers | Ultraviolet (Battle-Scarred)
StatTrak™ AK-47 | Leet Museo (Well-Worn)
★ StatTrak™ Karambit | Slaughter (Minimal Wear)
★ M9 Bayonet | Black Laminate (Minimal Wear)
SSG 08 | Death Strike (Factory New)
Souvenir P90 | Run and Hide (Well-Worn)
★ StatTrak™ Paracord Knife | Night Stripe (Field-Tested)
★ Bowie Knife | Scorched (Battle-Scarred)
★ M9 Bayonet | Damascus Steel (Field-Tested)
StatTrak™ M4A1-S | Printstream (Factory New)
★ Bowie Knife | Stained (Minimal Wear)
★ Bayonet | Blue Steel (Field-Tested)
Souvenir SSG 08 | Death Strike (Battle-Scarred)
★ Bowie Knife | Crimson Web (Well-Worn)
★ Stiletto Knife | Case Hardened (Field-Tested)
★ StatTrak™ Paracord Knife | Blue Steel (Battle-Scarred)
★ Hand Wraps | CAUTION! (Minimal Wear)
MAG-7 | Counter Terrace (Well-Worn)
Galil AR | Aqua Terrace (Well-Worn)
StatTrak™ M4A4 | X-Ray (Field-Tested)
★ Hydra Gloves | Rattler (Factory New)
StatTrak™ CZ75-Auto | The Fuschia Is Now (Well-Worn)
★ Classic Knife | Night Stripe (Well-Worn)
Souvenir P2000 | Granite Marbleized (Well-Worn)
★ M9 Bayonet | Case Hardened (Battle-Scarred)
Souvenir FAMAS | Cyanospatter (Minimal Wear)
★ Butterfly Knife | Boreal Forest (Minimal Wear)
★ Nomad Knife | Urban Masked (Minimal Wear)
★ Gut Knife | Bright Water (Factory New)
★ Survival Knife | Fade (Factory New)
★ StatTrak™ Talon Knife | Night Stripe (Field-Tested)
★ StatTrak™ Ursus Knife | Scorched (Field-Tested)
★ Huntsman Knife | Freehand (Factory New)
★ StatTrak™ Shadow Daggers | Lore (Minimal Wear)
StatTrak™ AK-47 | Fuel Injector (Factory New)
★ StatTrak™ Bowie Knife | Lore (Minimal Wear)
★ Skeleton Knife | Stained (Battle-Scarred)
★ Karambit | Urban Masked (Field-Tested)
★ Karambit | Bright Water (Field-Tested)
★ Ursus Knife | Urban Masked (Field-Tested)
StatTrak™ SSG 08 | Big Iron (Well-Worn)
★ StatTrak™ Bowie Knife | Forest DDPAT (Field-Tested)
Souvenir MP9 | Dark Age (Field-Tested)
★ StatTrak™ Bowie Knife | Damascus Steel (Factory New)
★ Shadow Daggers | Ultraviolet (Battle-Scarred)
Sticker | TACO (Foil) | Atlanta 2017
Sticker | seized (Foil) | Atlanta 2017
Sticker | rain (Foil) | Atlanta 2017
Sticker | olofmeister (Foil) | Atlanta 2017
★ Bloodhound Gloves | Charred (Well-Worn)
★ Specialist Gloves | Forest DDPAT (Well-Worn)
★ Gut Knife | Freehand (Well-Worn)
Sticker | NAF (Foil) | Cologne 2016
★ Flip Knife | Autotronic (Well-Worn)
★ Flip Knife | Lore (Minimal Wear)
★ StatTrak™ Gut Knife | Lore (Factory New)
★ M9 Bayonet | Bright Water (Field-Tested)
★ Bayonet | Black Laminate (Well-Worn)
StatTrak™ P2000 | Fire Elemental (Battle-Scarred)
★ Bowie Knife | Crimson Web (Battle-Scarred)
Sticker | NiKo (Foil) | MLG Columbus 2016
★ StatTrak™ Bowie Knife | Scorched (Minimal Wear)
★ Bowie Knife | Safari Mesh (Minimal Wear)
★ Bowie Knife | Boreal Forest (Well-Worn)
